Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC)
68,42.970426082611084,50.34256601333618,47.809282064437866,60.05515432357788,71.22202944755554,71.32665228843689,71.1476833820343,71.47948575019836,71.78608536720276,72.04667806625366,71.8569905757904,71.8025553226471,136.5909938812256
69,42.25357699394226,49.74047613143921,47.177865743637085,59.88813352584839,70.93166184425354,70.86463379859924,70.82958602905273,70.75661396980286,70.74848127365112,70.61895036697388,70.52588605880737,70.64974164962769,129.87446975708008
70,48.7339072227478,58.578431606292725,56.186235189437866,71.17048525810242,85.67711544036865,85.7012038230896,84.93637490272522,84.68231248855591,84.80931854248047,84.70843267440796,84.78755116462708,85.07198023796082,347.67967772483826
71,58.691696882247925,67.42971396446228,64.17569780349731,79.54622983932495,95.66531753540039,93.61192750930786,92.94739532470703,93.30758118629456,94.48758006095886,92.86915683746338,94.1445164680481,94.53752565383911,154.22570705413818
72,44.29692506790161,52.28587579727173,47.860393047332764,60.273704528808594,71.24771642684937,71.62555742263794,71.91165208816528,71.95998811721802,71.73191332817078,71.78308129310608,71.65693211555481,71.47123456001282,101.67366695404053
73,49.602638721466064,60.471248626708984,58.381280183792114,74.5967903137207,90.69717311859131,90.81223845481873,90.82324028015137,90.83654022216797,91.16049814224243,91.5875346660614,92.04387259483337,91.18113803863525,417.45509696006775
74,54.11287331581116,64.17519283294678,62.53412914276123,78.48867559432983,97.190438747406,96.99937033653259,96.7004005908966,96.75999283790588,96.47501301765442,95.80331039428711,94.66371154785156,96.07013416290283,149.46211862564087
75,59.33535146713257,69.32530045509338,66.44779658317566,85.07954859733582,101.30594944953918,100.84114742279053,100.06335139274597,101.05520176887512,100.25459933280945,101.10781073570251,100.84071660041809,95.72610259056091,317.9225883483887
76,43.02877593040466,50.30876874923706,47.81411051750183,60.07110071182251,71.48996925354004,71.59888482093811,71.43565607070923,71.37768316268921,71.4020893573761,71.58398795127869,71.85345363616943,72.1478500366211,123.66924405097961
77,49.59123945236206,59.412360429763794,57.08550262451172,72.59509015083313,86.96690535545349,86.89548969268799,86.7532799243927,86.63948154449463,86.7494843006134,86.16679668426514,85.9470579624176,85.73700213432312,356.7906086444855
78,43.010990619659424,50.41018486022949,49.55220627784729,60.04146766662598,71.48785161972046,71.16179466247559,71.10343623161316,71.10405397415161,71.00305557250977,71.25202083587646,71.08471965789795,71.1851716041565,172.087655544281
79,46.71676182746887,60.523953914642334,59.36189413070679,76.76066207885742,93.38009309768677,95.77995157241821,95.18461608886719,93.85230135917664,92.06080341339111,96.68614101409912,98.77558970451355,94.56264805793762,147.37162137031555
80,42.53758764266968,49.84910583496094,47.349329471588135,59.601154804229736,70.9968810081482,71.14794778823853,70.90156054496765,70.55958700180054,71.20223307609558,71.53558921813965,71.49438834190369,71.61723971366882,137.4966061115265
81,49.989715814590454,61.1331582069397,57.49188303947449,75.51536917686462,95.01492118835449,95.26828241348267,96.38752818107605,96.78589057922363,97.26700139045715,99.17567086219788,100.29335689544678,98.82811617851257,196.52730894088745
82,42.775383710861206,50.27204632759094,48.08022332191467,61.58694410324097,73.0584568977356,73.02368140220642,73.12326741218567,72.49140429496765,72.83762788772583,73.64611196517944,73.08401846885681,72.33089137077332,148.10260725021362
83,42.37201499938965,49.71875619888306,47.141069650650024,60.12310242652893,71.25368595123291,71.23377466201782,71.1787326335907,71.04091620445251,71.04091715812683,70.83329582214355,70.73308682441711,70.85679292678833,119.07194519042969
84,43.595067501068115,50.873013496398926,48.623329639434814,60.866962909698486,71.91293478012085,71.8648943901062,71.78232622146606,72.19919633865356,72.1554000377655,72.57008671760559,72.93939876556396,72.94836902618408,121.4112241268158
85,55.44917011260986,67.74201965332031,64.76396656036377,79.58269166946411,98.39282083511353,98.26909375190735,99.04209280014038,99.01205253601074,99.27243399620056,99.29483914375305,100.03557634353638,99.77168488502502,340.830313205719
86,48.54855275154114,52.182263135910034,47.874624490737915,60.219544410705566,71.80986332893372,71.6465675830841,71.51794385910034,71.60317730903625,71.39296126365662,71.40668249130249,71.37991166114807,71.55495429039001,121.96125960350037
87,58.445597648620605,68.29716682434082,65.23482298851013,83.82556414604187,99.39048361778259,98.9525556564331,98.8604793548584,100.10719013214111,98.76805973052979,99.47693395614624,100.31639122962952,95.03070187568665,324.9978642463684
88,49.11419653892517,59.794090270996094,57.617671251297,74.3115782737732,90.81934356689453,90.96431088447571,91.04835057258606,91.00279664993286,90.90781998634338,90.89711427688599,90.17474150657654,88.38265490531921,427.74452352523804
89,50.2840416431427,59.9590106010437,56.58172130584717,74.87661361694336,94.65961074829102,94.66553068161011,95.8835837841034,96.67628169059753,97.06746935844421,99.36859774589539,99.89647912979126,97.07968616485596,200.4177827835083
