Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
52,25.290360927581787,27.24186611175537,28.05924940109253,31.129273891448975,36.11171197891235,36.13948583602905,36.136552810668945,36.93096137046814,36.305068492889404,36.449087142944336,36.54247736930847,36.52018618583679,289.07749485969543,40.27359580993652
53,25.205872058868408,27.328694820404053,28.136107206344604,31.201345920562744,36.20145320892334,36.28532934188843,36.27860403060913,36.28671741485596,36.35831165313721,36.76670956611633,36.68219566345215,36.71539115905762,273.35662031173706,38.62366509437561
54,24.93682599067688,26.82937216758728,27.766244888305664,30.973647594451904,35.91451168060303,36.14818286895752,36.1354033946991,35.91835570335388,35.880183696746826,35.845147132873535,35.734076261520386,35.084418058395386,499.94614720344543,37.61299681663513
55,24.855482578277588,26.796499729156494,27.287663221359253,30.136788606643677,34.76936674118042,34.9316987991333,34.92082619667053,34.93034291267395,34.9444477558136,41.53547954559326,34.95620346069336,34.9190309047699,302.526171207428,39.6101016998291
56,23.599859952926636,26.024851083755493,27.726459503173828,30.173627614974976,35.00446367263794,36.02531599998474,36.26231002807617,36.2503547668457,36.0453200340271,36.04085612297058,35.980138301849365,35.79849338531494,64.36118483543396,36.662808418273926
57,24.839005947113037,26.78946876525879,27.869542837142944,30.999531507492065,36.00727152824402,36.22657823562622,36.23469686508179,36.85853385925293,36.02665042877197,36.019643783569336,35.896138191223145,35.21366310119629,491.36108660697937,38.67585849761963
58,25.59578824043274,26.792821407318115,27.50505018234253,30.607099533081055,35.01954698562622,35.07476043701172,35.01685929298401,36.092604637145996,35.00301694869995,35.110278844833374,35.11286735534668,34.81274461746216,302.81971073150635,39.37630248069763
59,24.450807809829712,26.32564401626587,27.203174591064453,30.29195499420166,35.19092774391174,35.38504767417908,35.369757890701294,35.336984157562256,35.52028799057007,35.49104571342468,35.41223621368408,35.421202659606934,486.9475541114807,38.670501470565796
60,25.837946891784668,27.332083463668823,28.754082918167114,31.929239749908447,36.44807982444763,36.62918019294739,36.56203031539917,36.562145948410034,36.508561849594116,36.572859048843384,36.359644651412964,33.36158609390259,585.7397267818451,37.302430629730225
61,26.713608741760254,28.61851406097412,29.509255409240723,32.802958250045776,37.81331396102905,37.77283501625061,37.709386348724365,37.72707748413086,37.85788059234619,38.12794017791748,38.31410336494446,35.58276081085205,329.66808223724365,40.447673320770264
62,24.99398636817932,27.323061227798462,28.21855926513672,32.15722942352295,36.045243978500366,36.49670100212097,36.50664520263672,36.44027519226074,36.54487061500549,36.58206367492676,36.543774366378784,37.277493953704834,486.5962657928467,39.70906043052673
63,24.696900606155396,26.98984694480896,27.937423706054688,30.928927898406982,35.97442626953125,36.25991702079773,36.291152238845825,36.356223821640015,36.35235786437988,36.30910801887512,36.28753137588501,35.70145845413208,576.3164410591125,39.158544063568115
64,24.906068325042725,26.98326325416565,27.982498168945312,31.07991075515747,36.13255453109741,36.55670404434204,36.49359583854675,36.30293369293213,36.84235763549805,36.18837594985962,36.12537097930908,35.93532967567444,482.41257905960083,40.033974409103394
65,25.48933506011963,26.6637282371521,27.338674306869507,30.41154384613037,34.78691220283508,34.78199791908264,35.21093249320984,34.7970814704895,34.78744077682495,34.86286783218384,34.87780475616455,34.74705362319946,304.8356318473816,39.18703007698059
66,24.84976077079773,26.805264949798584,27.86648392677307,31.289919137954712,35.855839252471924,36.02408266067505,36.047646045684814,36.065743923187256,36.0345516204834,36.33635115623474,36.05387854576111,34.84882640838623,578.347284078598,38.30444550514221
67,25.519892930984497,26.744199752807617,27.415183544158936,30.496158123016357,34.890159130096436,34.91032266616821,35.23840808868408,35.01986122131348,34.98113179206848,35.08881068229675,35.10553693771362,34.9259078502655,303.85115814208984,39.28445553779602
68,25.81291174888611,27.7068874835968,28.508359670639038,31.6858229637146,36.70827603340149,36.71207547187805,36.681785106658936,36.678730726242065,36.79608869552612,37.061864137649536,37.103647232055664,36.73807096481323,335.46834349632263,38.92978048324585
69,25.616373777389526,26.8571617603302,27.506722927093506,30.578495740890503,35.02169680595398,35.09765648841858,35.29861664772034,36.39013648033142,35.08731126785278,35.15534806251526,35.14132595062256,34.799121379852295,301.7060720920563,39.40864372253418
